Date,Open,High,Low,Close,Adj Close,Volume
2022-05-25,7400.000000,7450.000000,7350.000000,7375.000000,7006.694824,76747400
2022-05-27,7525.000000,7575.000000,7475.000000,7575.000000,7196.707031,84336900
2022-05-30,7575.000000,7600.000000,7475.000000,7575.000000,7196.707031,105411400
2022-05-31,7600.000000,7750.000000,7525.000000,7750.000000,7362.967773,286292700
2022-06-02,7625.000000,7675.000000,7525.000000,7575.000000,7196.707031,149226300
2022-06-03,7600.000000,7675.000000,7575.000000,7600.000000,7220.458496,80563100
2022-06-06,7550.000000,7575.000000,7425.000000,7450.000000,7077.949707,81140300
2022-06-07,7300.000000,7475.000000,7300.000000,7375.000000,7006.694824,129242500
2022-06-08,7500.000000,7600.000000,7425.000000,7600.000000,7220.458496,108910500
2022-06-09,7500.000000,7575.000000,7500.000000,7500.000000,7125.452148,107828300
2022-06-10,7400.000000,7450.000000,7350.000000,7350.000000,6982.943359,111768600
2022-06-13,7300.000000,7400.000000,7275.000000,7350.000000,6982.943359,85539500
2022-06-14,7300.000000,7400.000000,7250.000000,7400.000000,7030.446777,80865100
2022-06-15,7300.000000,7375.000000,7300.000000,7325.000000,6959.191895,130367100
2022-06-16,7400.000000,7600.000000,7375.000000,7575.000000,7196.707031,132666300
2022-06-17,7425.000000,7550.000000,7425.000000,7500.000000,7125.452148,117839400
2022-06-20,7600.000000,7650.000000,7500.000000,7625.000000,7244.210449,88138700
2022-06-21,7600.000000,7650.000000,7550.000000,7650.000000,7267.961914,44295700
2022-06-22,7625.000000,7650.000000,7500.000000,7500.000000,7125.452148,53041800
2022-06-23,7450.000000,7575.000000,7450.000000,7525.000000,7149.203613,60443000
2022-06-24,7600.000000,7600.000000,7475.000000,7475.000000,7101.701660,57956600
2022-06-27,7475.000000,7500.000000,7350.000000,7350.000000,6982.943359,76354100
2022-06-28,7300.000000,7400.000000,7300.000000,7300.000000,6935.440430,146078100
2022-06-29,7325.000000,7400.000000,7275.000000,7275.000000,6911.688477,98517800
2022-06-30,7300.000000,7400.000000,7250.000000,7250.000000,6887.937500,101343900
2022-07-01,7300.000000,7325.000000,7250.000000,7250.000000,6887.937500,68738800
2022-07-04,7250.000000,7275.000000,7000.000000,7050.000000,6697.925293,102238600
2022-07-05,7100.000000,7325.000000,7100.000000,7250.000000,6887.937500,69172900
2022-07-06,7300.000000,7325.000000,7175.000000,7300.000000,6935.440430,66801100
2022-07-07,7225.000000,7250.000000,7100.000000,7100.000000,6745.428223,86126800
2022-07-08,7125.000000,7175.000000,7075.000000,7150.000000,6792.931152,64312400
2022-07-11,7200.000000,7200.000000,7125.000000,7125.000000,6769.179688,36830800
2022-07-12,7175.000000,7250.000000,7150.000000,7175.000000,6816.683105,34269000
2022-07-13,7100.000000,7125.000000,7000.000000,7000.000000,6650.422363,71988200
2022-07-14,7025.000000,7100.000000,7000.000000,7025.000000,6674.174316,83316300
2022-07-15,7100.000000,7100.000000,7000.000000,7000.000000,6650.422363,57419900
2022-07-18,7025.000000,7150.000000,7025.000000,7150.000000,6792.931152,60077700
2022-07-19,7100.000000,7175.000000,7100.000000,7175.000000,6816.683105,59641000
2022-07-20,7200.000000,7400.000000,7175.000000,7400.000000,7030.446777,105792900
2022-07-21,7400.000000,7400.000000,7250.000000,7400.000000,7030.446777,64337100
2022-07-22,7400.000000,7400.000000,7300.000000,7325.000000,6959.191895,38956500
2022-07-25,7350.000000,7375.000000,7300.000000,7300.000000,6935.440430,31247600
2022-07-26,7250.000000,7375.000000,7250.000000,7300.000000,6935.440430,44379900
2022-07-27,7325.000000,7350.000000,7275.000000,7325.000000,6959.191895,58465500
2022-07-28,7375.000000,7450.000000,7325.000000,7350.000000,6982.943359,86909700
2022-07-29,7400.000000,7475.000000,7350.000000,7350.000000,6982.943359,131553000
2022-08-01,7350.000000,7500.000000,7350.000000,7500.000000,7125.452148,104841600
2022-08-02,7600.000000,7625.000000,7500.000000,7600.000000,7220.458496,106466900
2022-08-03,7625.000000,7625.000000,7575.000000,7625.000000,7244.210449,60170600
2022-08-04,7675.000000,7800.000000,7650.000000,7800.000000,7410.470703,164221000
2022-08-05,7825.000000,7875.000000,7725.000000,7875.000000,7481.725586,118734200
2022-08-08,7875.000000,7925.000000,7750.000000,7875.000000,7481.725586,84328900
2022-08-09,7875.000000,7975.000000,7875.000000,7900.000000,7505.477051,92875800
2022-08-10,7800.000000,7900.000000,7725.000000,7900.000000,7505.477051,104376300
2022-08-11,7850.000000,7950.000000,7825.000000,7950.000000,7552.979492,73204700
2022-08-12,7925.000000,7975.000000,7850.000000,7925.000000,7529.228516,59381200
2022-08-15,7950.000000,7975.000000,7900.000000,7950.000000,7552.979492,81411000
2022-08-16,7950.000000,7975.000000,7850.000000,7975.000000,7576.730957,83556700
2022-08-18,7900.000000,8025.000000,7875.000000,8000.000000,7600.482910,86136900
2022-08-19,8050.000000,8050.000000,7900.000000,7900.000000,7505.477051,58194900
2022-08-22,7850.000000,8000.000000,7825.000000,8000.000000,7600.482910,97293300
2022-08-23,8000.000000,8000.000000,7900.000000,7900.000000,7505.477051,71671800
2022-08-24,7950.000000,8025.000000,7900.000000,7950.000000,7552.979492,108892400
2022-08-25,8000.000000,8100.000000,7900.000000,8075.000000,7671.737305,99503500
2022-08-26,8025.000000,8125.000000,8000.000000,8000.000000,7600.482910,80472400
2022-08-29,8000.000000,8150.000000,7950.000000,8150.000000,7742.992188,57762100
2022-08-30,8100.000000,8275.000000,8075.000000,8175.000000,7766.743652,124467000
2022-08-31,8075.000000,8225.000000,8050.000000,8200.000000,7790.494141,137659900
2022-09-01,8150.000000,8250.000000,8125.000000,8150.000000,7742.992188,74960800
2022-09-02,8150.000000,8225.000000,8150.000000,8225.000000,7814.246094,71430600
2022-09-05,8225.000000,8300.000000,8200.000000,8275.000000,7861.749023,62906000
2022-09-06,8300.000000,8350.000000,8250.000000,8275.000000,7861.749023,67079900
2022-09-07,8250.000000,8375.000000,8250.000000,8375.000000,7956.755859,117931700
2022-09-08,8400.000000,8500.000000,8350.000000,8350.000000,7933.003906,132777400
2022-09-09,8500.000000,8500.000000,8275.000000,8375.000000,7956.755859,91234600
2022-09-12,8325.000000,8425.000000,8325.000000,8375.000000,7956.755859,52395300
2022-09-13,8375.000000,8575.000000,8375.000000,8525.000000,8099.264648,124485200
2022-09-14,8375.000000,8650.000000,8375.000000,8500.000000,8075.512695,116642400
2022-09-15,8500.000000,8875.000000,8500.000000,8750.000000,8313.027344,190404800
2022-09-16,8700.000000,8725.000000,8450.000000,8450.000000,8028.009277,363127600
2022-09-19,8475.000000,8750.000000,8450.000000,8650.000000,8218.022461,102530600
2022-09-20,8550.000000,8650.000000,8550.000000,8550.000000,8123.016113,89238400
2022-09-21,8525.000000,8600.000000,8425.000000,8475.000000,8051.761719,90933700
2022-09-22,8375.000000,8525.000000,8375.000000,8475.000000,8051.761719,61908500
2022-09-23,8375.000000,8475.000000,8375.000000,8375.000000,7956.755859,60567600
2022-09-26,8200.000000,8500.000000,8200.000000,8425.000000,8004.258301,106228200
2022-09-27,8375.000000,8450.000000,8300.000000,8300.000000,7885.500488,89567100
2022-09-28,8250.000000,8425.000000,8250.000000,8325.000000,7909.252930,89153400
2022-09-29,8325.000000,8450.000000,8325.000000,8375.000000,7956.755859,62643700
2022-09-30,8375.000000,8575.000000,8275.000000,8550.000000,8123.016113,176524800
2022-10-03,8450.000000,8525.000000,8450.000000,8500.000000,8075.512695,115079600
2022-10-04,8525.000000,8625.000000,8525.000000,8550.000000,8123.016113,80524500
2022-10-05,8525.000000,8550.000000,8425.000000,8450.000000,8028.009277,63788000
2022-10-06,8475.000000,8500.000000,8425.000000,8425.000000,8004.258301,43967400
2022-10-07,8325.000000,8375.000000,8200.000000,8200.000000,7790.494141,112043400
2022-10-10,8150.000000,8375.000000,8125.000000,8300.000000,7885.500488,80238200
2022-10-11,8200.000000,8300.000000,8150.000000,8250.000000,7837.998535,64060000
2022-10-12,8200.000000,8325.000000,8175.000000,8325.000000,7909.252930,47569700
2022-10-13,8275.000000,8375.000000,8275.000000,8275.000000,7861.749023,62282800
2022-10-14,8300.000000,8350.000000,8250.000000,8250.000000,7837.998535,70642900
2022-10-17,8250.000000,8300.000000,8175.000000,8250.000000,7837.998535,56387500
2022-10-18,8275.000000,8475.000000,8250.000000,8300.000000,7885.500488,85665300
2022-10-19,8250.000000,8350.000000,8225.000000,8275.000000,7861.749023,66753500
2022-10-20,8250.000000,8500.000000,8250.000000,8500.000000,8075.512695,91812300
2022-10-21,8450.000000,8725.000000,8450.000000,8650.000000,8218.022461,122777800
2022-10-24,8750.000000,8900.000000,8725.000000,8900.000000,8455.538086,89416500
2022-10-25,8825.000000,8875.000000,8700.000000,8700.000000,8265.525391,84696300
2022-10-26,8625.000000,8650.000000,8550.000000,8550.000000,8123.016113,98962100
2022-10-27,8550.000000,8700.000000,8550.000000,8700.000000,8265.525391,77003400
2022-10-28,8650.000000,8750.000000,8650.000000,8750.000000,8313.027344,84980600
2022-10-31,8850.000000,8850.000000,8775.000000,8800.000000,8360.530273,138922800
2022-11-01,9000.000000,9000.000000,8725.000000,8800.000000,8360.530273,118118400
2022-11-02,8800.000000,8825.000000,8725.000000,8750.000000,8313.027344,68323600
2022-11-03,8700.000000,8825.000000,8700.000000,8800.000000,8360.530273,81856300
2022-11-04,8775.000000,8800.000000,8675.000000,8775.000000,8336.779297,84458300
2022-11-07,8725.000000,8850.000000,8675.000000,8850.000000,8408.034180,94794000
2022-11-08,8850.000000,8875.000000,8725.000000,8750.000000,8313.027344,42525500
2022-11-09,8675.000000,8875.000000,8675.000000,8875.000000,8431.786133,96599500
2022-11-10,8725.000000,8800.000000,8725.000000,8800.000000,8360.530273,89463000
2022-11-11,8900.000000,8925.000000,8825.000000,8850.000000,8408.034180,59597900
2022-11-14,8875.000000,8900.000000,8750.000000,8750.000000,8313.027344,49208200
2022-11-15,8775.000000,8850.000000,8750.000000,8800.000000,8360.530273,59092900
2022-11-16,8625.000000,8675.000000,8550.000000,8600.000000,8170.520020,143424800
2022-11-17,8625.000000,8825.000000,8600.000000,8725.000000,8289.276367,72679800
2022-11-18,8725.000000,8900.000000,8725.000000,8825.000000,8384.283203,83556900
2022-11-21,8875.000000,8900.000000,8725.000000,8725.000000,8289.276367,35901000
2022-11-22,8900.000000,8950.000000,8850.000000,8900.000000,8455.538086,84684200
2022-11-23,8900.000000,8975.000000,8875.000000,8875.000000,8431.786133,84642100
2022-11-24,8975.000000,9000.000000,8950.000000,9000.000000,8550.542969,53520800
2022-11-25,9000.000000,9000.000000,8900.000000,8975.000000,8526.791016,75048300
2022-11-28,9050.000000,9100.000000,8975.000000,9025.000000,8574.293945,96209700
2022-11-29,8975.000000,9075.000000,8925.000000,8975.000000,8526.791016,91562100
2022-11-30,8875.000000,9400.000000,8850.000000,9300.000000,8835.560547,644359600
2022-12-01,9275.000000,9350.000000,9000.000000,9000.000000,8550.542969,155775400
2022-12-02,8900.000000,8975.000000,8900.000000,8900.000000,8488.547852,130982100
2022-12-05,8800.000000,8900.000000,8775.000000,8775.000000,8369.326172,114656300
2022-12-06,8725.000000,8750.000000,8575.000000,8675.000000,8273.949219,180553800
2022-12-07,8500.000000,8575.000000,8450.000000,8450.000000,8059.351074,229308700
2022-12-08,8375.000000,8575.000000,8350.000000,8500.000000,8107.039551,172590100
2022-12-09,8500.000000,8600.000000,8450.000000,8575.000000,8178.573730,90851300
2022-12-12,8525.000000,8700.000000,8475.000000,8700.000000,8297.793945,102851800
2022-12-13,8625.000000,8700.000000,8550.000000,8700.000000,8297.793945,104580200
2022-12-14,8600.000000,8700.000000,8525.000000,8625.000000,8226.261719,118164300
2022-12-15,8575.000000,8600.000000,8500.000000,8500.000000,8107.039551,113255700
2022-12-16,8425.000000,8650.000000,8400.000000,8600.000000,8202.416992,181516700
2022-12-19,8650.000000,8700.000000,8600.000000,8650.000000,8250.105469,67482900
2022-12-20,8550.000000,8650.000000,8550.000000,8575.000000,8178.573730,41243700
2022-12-21,8600.000000,8700.000000,8575.000000,8675.000000,8273.949219,33617700
2022-12-22,8650.000000,8675.000000,8575.000000,8575.000000,8178.573730,59591500
2022-12-23,8525.000000,8575.000000,8500.000000,8500.000000,8107.039551,47393000
2022-12-26,8500.000000,8625.000000,8500.000000,8575.000000,8178.573730,20495900
2022-12-27,8600.000000,8650.000000,8575.000000,8600.000000,8202.416992,27193800
2022-12-28,8650.000000,8650.000000,8550.000000,8650.000000,8250.105469,40420200
2022-12-29,8525.000000,8600.000000,8500.000000,8575.000000,8178.573730,47020900
2022-12-30,8575.000000,8650.000000,8550.000000,8550.000000,8154.729004,44681400
2023-01-02,8575.000000,8600.000000,8500.000000,8550.000000,8154.729004,10653900
2023-01-03,8550.000000,8600.000000,8525.000000,8550.000000,8154.729004,27399100
2023-01-04,8525.000000,8575.000000,8350.000000,8350.000000,7963.975098,90918800
2023-01-05,8350.000000,8375.000000,8150.000000,8250.000000,7868.598145,128838500
2023-01-06,8100.000000,8325.000000,8100.000000,8300.000000,7916.286621,69286600
2023-01-09,8325.000000,8450.000000,8325.000000,8450.000000,8059.351074,86916900
2023-01-10,8400.000000,8425.000000,8150.000000,8175.000000,7797.064941,101759100
2023-01-11,8050.000000,8150.000000,8000.000000,8125.000000,7749.377441,96069100
2023-01-12,8150.000000,8275.000000,8125.000000,8175.000000,7797.064941,103804600
2023-01-13,8150.000000,8175.000000,8025.000000,8050.000000,7677.844238,119748200
2023-01-16,8050.000000,8200.000000,8050.000000,8150.000000,7773.220703,105710700
2023-01-17,8175.000000,8375.000000,8150.000000,8325.000000,7940.130371,88695900
2023-01-18,8200.000000,8325.000000,8175.000000,8300.000000,7916.286621,96814600
2023-01-19,8350.000000,8350.000000,8250.000000,8325.000000,7940.130371,66391800
2023-01-20,8275.000000,8325.000000,8250.000000,8300.000000,7916.286621,96859500
2023-01-24,8300.000000,8350.000000,8225.000000,8225.000000,7844.753418,42474500
2023-01-25,8300.000000,8300.000000,8200.000000,8200.000000,7820.909180,66124500
2023-01-26,8225.000000,8475.000000,8225.000000,8475.000000,8083.195801,77582300
2023-01-27,8700.000000,8850.000000,8550.000000,8700.000000,8297.793945,196804700
2023-01-30,8725.000000,8775.000000,8575.000000,8700.000000,8297.793945,68544300
2023-01-31,8625.000000,8675.000000,8475.000000,8475.000000,8083.195801,200589000
2023-02-01,8575.000000,8575.000000,8450.000000,8500.000000,8107.039551,77396200
2023-02-02,8425.000000,8525.000000,8400.000000,8450.000000,8059.351074,99109500
2023-02-03,8550.000000,8700.000000,8500.000000,8700.000000,8297.793945,71716700
2023-02-06,8750.000000,8750.000000,8650.000000,8725.000000,8321.637695,117757700
2023-02-07,8775.000000,8850.000000,8750.000000,8850.000000,8440.859375,116014700
2023-02-08,8825.000000,8850.000000,8800.000000,8825.000000,8417.015625,54495500
2023-02-09,8825.000000,8900.000000,8800.000000,8900.000000,8488.547852,72381700
2023-02-10,8875.000000,8900.000000,8700.000000,8825.000000,8417.015625,62060900
2023-02-13,8875.000000,8900.000000,8775.000000,8875.000000,8464.704102,63775000
